Id,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,YrSold,SalePrice
769,70,9100,CollgCr,7,5,2004,2005,1860,1836,0,1836,3,1,8,1,2004,2,484,2006,216837
770,47,53504,StoneBr,8,5,2003,2003,1650,1690,1589,3279,4,1,12,1,2003,3,841,2010,538000
771,NA,7252,Sawyer,5,5,1982,1982,858,858,0,858,2,1,5,0,1983,2,576,2009,134900
772,67,8877,Edwards,4,5,1951,1951,836,1220,0,1220,2,1,6,0,1951,2,396,2006,102000
773,94,7819,Edwards,6,5,1976,1976,1029,1117,0,1117,3,1,6,1,1976,2,672,2010,107000
774,70,10150,NAmes,5,5,1958,1958,912,912,0,912,2,1,5,0,1958,1,275,2007,114500
775,110,14226,NridgHt,8,5,2006,2006,1935,1973,0,1973,3,1,9,1,2006,3,895,2007,395000
776,32,4500,Mitchel,6,5,1998,1998,1204,1204,0,1204,2,1,5,0,1998,2,412,2009,162000
777,86,11210,CollgCr,7,5,2005,2006,1614,1614,0,1614,3,1,7,0,2005,3,865,2006,221500
778,100,13350,Sawyer,5,5,1974,1974,864,894,0,894,3,1,5,1,1974,2,440,2006,142500
779,60,8400,SawyerW,5,5,1977,1977,0,2020,0,2020,4,2,10,2,1977,2,630,2007,144000
780,78,10530,Mitchel,6,5,1977,1977,975,1004,0,1004,2,1,4,0,1977,2,504,2006,135000
781,63,7875,Gilbert,7,5,1995,1996,1237,1253,0,1253,3,1,6,1,1995,2,402,2007,176000
782,65,7153,SawyerW,6,5,1992,1992,761,810,793,1603,3,1,7,0,1992,2,484,2006,175900
783,67,16285,CollgCr,7,5,2001,2002,1413,1430,0,1430,3,1,6,0,2001,2,605,2009,187100
784,NA,9101,Mitchel,5,6,1978,1978,1097,1110,0,1110,1,1,4,1,1978,2,602,2009,165500
785,35,6300,OldTown,6,6,1914,2001,742,742,742,1484,3,1,9,1,NA,0,0,2008,128000
786,NA,9790,NWAmes,6,5,1967,1967,1372,1342,0,1342,3,1,7,1,1967,2,457,2009,161500
787,60,10800,OldTown,5,6,1915,1950,686,966,686,1652,4,1,7,0,1961,1,416,2010,139000
788,76,10142,SawyerW,7,5,2004,2004,956,956,1128,2084,4,1,8,0,2004,2,618,2010,233000
789,50,6000,OldTown,4,7,1954,2000,901,901,0,901,2,1,4,0,1954,1,281,2008,107900
790,NA,12205,ClearCr,6,8,1966,2007,832,976,1111,2087,5,1,9,0,1966,2,444,2007,187500
791,43,3182,Blmngtn,7,5,2005,2006,1145,1145,0,1145,2,1,5,1,2005,2,397,2009,160200
792,NA,11333,Mitchel,6,5,1976,1976,1029,1062,0,1062,3,1,5,2,1976,2,539,2007,146800
793,92,9920,NoRidge,7,5,1996,1997,1117,1127,886,2013,3,1,8,1,1997,2,455,2007,269790
794,76,9158,Somerst,8,5,2007,2007,1496,1496,0,1496,3,1,7,0,2007,2,474,2007,225000
795,NA,10832,Gilbert,7,5,1994,1996,712,1086,809,1895,3,1,7,1,1994,2,409,2008,194500
796,70,8400,SawyerW,6,6,1980,1981,650,888,676,1564,3,1,7,1,1980,2,476,2010,171000
797,71,8197,Sawyer,6,5,1977,1977,660,1285,0,1285,3,1,7,1,1977,2,528,2007,143500
798,57,7677,NAmes,5,5,1953,1953,773,773,0,773,2,1,4,0,1953,1,240,2008,110000
799,104,13518,NridgHt,9,5,2008,2009,1926,1966,1174,3140,4,1,11,2,2009,3,820,2009,485000
800,60,7200,SWISU,5,7,1937,1950,731,981,787,1768,3,1,7,2,1939,1,240,2007,175000
801,79,12798,ClearCr,6,5,1997,1997,616,616,1072,1688,4,1,8,0,1997,2,603,2008,200000
802,40,4800,IDOTRR,4,7,1916,1990,1196,1196,0,1196,2,1,5,0,1957,2,440,2007,109900
803,63,8199,CollgCr,7,5,2005,2005,728,728,728,1456,3,1,7,1,2005,2,410,2008,189000
804,107,13891,NridgHt,9,5,2008,2009,1734,1734,1088,2822,4,1,12,1,2009,3,1020,2009,582933
805,75,9000,NAmes,5,5,1954,1954,936,1128,0,1128,2,1,5,0,1954,1,286,2006,118000
806,91,12274,Somerst,7,5,2008,2008,1417,1428,0,1428,3,1,6,0,2008,2,554,2008,227680
807,75,9750,NAmes,5,5,1967,1967,980,980,0,980,3,1,6,0,1967,1,384,2006,135500
808,144,21384,BrkSide,5,6,1923,2004,1324,1072,504,1576,3,1,6,1,1923,2,528,2009,223500
809,85,13400,NAmes,5,5,1966,1966,1024,1086,0,1086,3,1,6,1,1966,2,484,2006,159950
810,90,8100,OldTown,5,5,1898,1965,849,1075,1063,2138,2,3,11,0,1910,2,360,2009,106000
811,78,10140,NWAmes,6,6,1974,1999,1040,1309,0,1309,3,1,5,1,1974,2,484,2006,181000
812,NA,4438,CollgCr,6,5,2004,2004,848,848,0,848,1,1,4,1,2004,2,420,2008,144500
813,66,8712,IDOTRR,5,5,1952,1952,540,1044,0,1044,2,1,4,0,1952,2,504,2010,55993
814,75,9750,NAmes,6,6,1958,1958,1442,1442,0,1442,4,1,7,0,1958,1,301,2007,157900
815,45,8248,Edwards,5,7,1918,1950,686,686,564,1250,3,1,7,0,1955,1,280,2006,116000
816,48,12137,CollgCr,7,5,1998,1998,1649,1661,0,1661,3,1,6,0,1998,2,598,2010,224900
817,NA,11425,NAmes,5,6,1954,1954,1008,1008,0,1008,2,1,4,1,1954,1,275,2006,137000
818,NA,13265,Mitchel,8,5,2002,2002,1568,1689,0,1689,3,1,7,2,2002,3,857,2008,271000
819,80,8816,ClearCr,6,7,1971,1971,1010,1052,0,1052,3,1,6,0,1971,2,440,2010,155000
820,44,6371,NridgHt,7,5,2009,2010,1358,1358,0,1358,2,1,6,1,2010,2,484,2010,224000
821,72,7226,CollgCr,7,5,2003,2003,798,798,842,1640,3,1,6,0,2003,2,595,2008,183000
822,60,6000,OldTown,4,4,1953,1953,936,936,0,936,2,1,4,0,1974,2,576,2009,93000
823,NA,12394,Gilbert,7,5,2003,2003,847,847,886,1733,3,1,7,1,2003,2,433,2007,225000
824,60,9900,SWISU,6,7,1940,1950,778,944,545,1489,3,1,7,1,1940,1,240,2009,139500
825,81,11216,Somerst,8,5,2006,2006,1489,1489,0,1489,3,1,7,1,2006,2,776,2006,232600
826,114,14803,NridgHt,10,5,2007,2008,2078,2084,0,2084,2,1,7,1,2007,3,1220,2008,385000
827,50,6130,BrkSide,5,6,1924,1950,784,784,0,784,2,1,5,0,NA,0,0,2008,109500
828,65,8529,SawyerW,7,5,2001,2001,1454,1434,0,1434,3,1,6,1,2001,2,527,2009,189000
829,NA,28698,ClearCr,5,5,1967,1967,1013,1160,966,2126,3,1,7,0,1967,2,538,2009,185000
830,24,2544,Somerst,7,5,2005,2005,600,520,623,1223,2,1,4,0,2005,2,480,2006,147400
831,80,11900,NAmes,6,5,1957,1957,1392,1392,0,1392,3,1,6,2,1957,2,458,2008,166000
832,30,3180,Somerst,7,5,2005,2005,600,520,600,1200,2,1,4,0,2005,2,480,2006,151000
833,44,9548,CollgCr,7,6,2003,2003,941,941,888,1829,3,1,7,1,2003,2,613,2010,237000
834,100,10004,NAmes,6,6,1964,1964,1516,1516,0,1516,3,1,6,0,1964,2,472,2009,167000
835,75,7875,NAmes,5,6,1961,1961,1144,1144,0,1144,3,1,6,0,1961,2,456,2008,139950
836,60,9600,Sawyer,4,7,1950,1995,1067,1067,0,1067,2,1,4,0,1996,2,436,2010,128000
837,90,8100,OldTown,5,6,1948,1973,1559,1559,0,1559,2,1,5,0,1948,2,812,2007,153500
838,21,1680,BrDale,6,5,1973,1973,483,483,504,987,2,1,5,0,1973,1,264,2008,100000
839,75,9525,CollgCr,5,6,1995,2006,1099,1099,0,1099,3,1,6,0,1999,1,352,2008,144000
840,70,11767,Edwards,5,6,1946,1995,768,768,432,1200,3,1,6,0,1946,1,240,2008,130500
841,NA,12155,SWISU,6,8,1925,1950,672,810,672,1482,4,1,7,0,1934,1,400,2008,140000
842,60,10440,OldTown,5,8,1904,2002,650,958,581,1539,3,1,8,1,1983,2,686,2008,157500
843,82,9020,NAmes,6,7,1966,1966,1127,1165,0,1165,3,1,6,0,1966,2,490,2008,174900
844,80,8000,NAmes,5,4,1961,1961,1800,1800,0,1800,6,2,10,0,NA,0,0,2007,141000
845,100,12665,OldTown,5,8,1915,1950,876,876,540,1416,4,1,7,1,1949,3,720,2008,153900
846,NA,16647,Sawyer,5,5,1975,1981,1390,1701,0,1701,3,1,6,2,1975,2,611,2007,171000
847,75,9317,SawyerW,7,5,1993,1993,740,1006,769,1775,3,1,7,1,1993,2,425,2009,213000
848,36,15523,CollgCr,5,6,1972,1972,864,864,0,864,3,1,5,1,1972,1,338,2009,133500
849,75,45600,ClearCr,6,8,1908,1997,907,1307,1051,2358,5,1,10,1,1908,2,360,2008,240000
850,80,9600,Veenker,6,7,1976,1994,528,1094,761,1855,3,1,7,1,1976,2,512,2007,187000
851,36,4435,CollgCr,6,5,2003,2003,848,848,0,848,1,1,3,0,2003,2,420,2007,131500
852,NA,3196,Blmngtn,8,5,2003,2003,1273,1456,0,1456,2,1,7,1,2003,2,400,2006,215000
853,53,7128,Crawfor,7,5,1941,1950,918,918,728,1646,4,1,7,2,1941,1,240,2007,164000
854,NA,12095,NAmes,6,6,1964,1964,1127,1445,0,1445,3,1,7,1,1964,2,645,2009,158000
855,102,17920,Sawyer,5,4,1955,1974,1763,1779,0,1779,3,1,6,1,1955,2,454,2006,170000
856,NA,6897,Sawyer,5,8,1962,2010,1040,1040,0,1040,3,1,6,0,1962,1,260,2010,127000
857,NA,10970,CollgCr,6,6,1978,1978,940,1026,0,1026,3,1,5,0,1981,2,576,2008,147000
858,65,8125,Gilbert,6,5,1994,1995,702,702,779,1481,3,1,6,1,1994,2,343,2009,174000
859,80,10400,NWAmes,7,5,1976,1976,1090,1370,0,1370,3,1,6,1,1976,2,479,2009,152000
860,NA,11029,NWAmes,6,7,1968,1984,1054,1512,1142,2654,4,1,9,1,1968,2,619,2006,250000
861,55,7642,Crawfor,7,8,1918,1998,912,912,514,1426,3,1,7,1,1925,1,216,2007,189950
862,75,11625,Sawyer,5,4,1965,1965,1039,1039,0,1039,3,1,6,0,1965,2,504,2010,131500
863,81,9672,SawyerW,6,5,1984,1985,1040,1097,0,1097,3,1,6,0,1986,2,480,2010,152000
864,70,7931,NAmes,5,5,1959,1959,1148,1148,0,1148,3,1,6,0,1959,1,672,2009,132500
865,72,8640,Somerst,7,5,2007,2008,1372,1372,0,1372,3,1,6,0,2008,2,529,2008,250580
866,NA,8750,NAmes,5,6,1970,1970,1002,1002,0,1002,3,1,5,0,1973,2,902,2009,148500
867,67,10656,Timber,8,5,2006,2007,1638,1646,0,1646,3,1,6,1,2007,3,870,2007,248900
868,85,6970,Sawyer,4,5,1961,1961,1040,1120,0,1120,3,1,5,0,1961,2,544,2007,129000
869,NA,14762,Gilbert,5,6,1948,1950,0,1547,720,2320,2,1,7,1,1979,2,672,2006,169000
870,80,9938,SawyerW,7,5,1993,1994,1050,1062,887,1949,3,1,8,1,1993,2,574,2010,236000
871,60,6600,NAmes,5,5,1962,1962,894,894,0,894,2,1,5,0,1962,1,308,2009,109500
872,70,8750,CollgCr,6,5,1998,1998,804,804,878,1682,3,1,7,0,1998,2,523,2010,200500
873,74,8892,NAmes,5,7,1953,1996,105,910,0,910,3,1,5,0,1953,2,414,2008,116000
874,60,12144,NAmes,5,7,1949,1950,832,1036,0,1268,3,1,6,1,1949,1,288,2009,133000
875,52,5720,OldTown,5,6,1941,1950,676,676,455,1131,3,1,5,0,1941,1,200,2009,66500
876,75,9000,Somerst,8,5,2007,2007,1184,1184,1426,2610,4,1,11,1,2007,2,550,2007,303477
877,94,25286,Mitchel,4,5,1963,1963,1064,1040,0,1040,3,1,5,0,1963,2,648,2007,132250
878,74,8834,NridgHt,9,5,2004,2005,1462,1462,762,2224,4,1,10,1,2004,3,738,2009,350000
879,88,11782,Sawyer,5,7,1961,1995,1109,1155,0,1155,3,1,6,0,1987,2,576,2010,148000
880,NA,7000,CollgCr,5,8,1978,2005,864,864,0,864,3,1,6,0,1978,1,336,2009,136500
881,60,7024,Edwards,5,5,2005,2006,1090,1090,0,1090,2,1,5,0,2005,2,450,2007,157000
882,44,13758,Timber,7,5,1990,1991,1156,1187,530,1717,3,1,7,1,1990,2,400,2007,187500
883,NA,9636,Gilbert,6,5,1992,1993,808,808,785,1593,3,1,7,1,1993,2,389,2009,178000
884,60,6204,SWISU,4,5,1912,1950,795,954,795,2230,5,1,10,0,1997,1,440,2006,118500
885,65,7150,NAmes,5,5,1967,1967,892,892,0,892,3,1,5,0,1967,1,288,2009,100000
886,50,5119,Somerst,9,5,1999,2000,1698,1709,0,1709,2,1,5,1,1999,2,506,2008,328900
887,70,8393,NAmes,5,5,1959,2005,1626,1712,0,1712,4,2,8,0,2005,2,588,2006,145000
888,59,16466,Edwards,5,7,1955,1955,816,872,521,1393,3,1,8,0,1955,1,300,2008,135500
889,95,15865,NAmes,8,6,1970,1970,2217,2217,0,2217,4,1,8,1,1970,2,621,2007,268000
890,128,12160,NAmes,6,4,1953,1953,1505,1505,0,1505,2,1,6,1,1953,2,505,2009,149500
891,60,8064,NAmes,5,7,1949,2006,672,672,252,924,3,1,6,1,2003,2,576,2007,122900
892,70,11184,Sawyer,6,5,1978,1978,918,918,765,1683,3,1,7,1,1978,2,440,2009,172500
893,70,8414,Sawyer,6,8,1963,2003,1059,1068,0,1068,3,1,6,0,1963,1,264,2006,154500
894,NA,13284,Sawyer,5,5,1954,1954,1383,1383,0,1383,3,1,6,1,1954,1,354,2008,165000
895,64,7018,SawyerW,5,5,1979,1979,0,1535,0,1535,4,2,8,0,1979,2,400,2009,118858
896,71,7056,NAmes,6,5,1963,1963,780,983,813,1796,4,1,8,1,1963,2,483,2008,140000
897,50,8765,IDOTRR,4,6,1936,1950,951,951,0,951,2,1,6,0,1936,1,327,2006,106500
898,64,7018,SawyerW,5,5,1979,1979,0,1120,1120,2240,6,2,12,0,1979,2,528,2009,142953
899,100,12919,NridgHt,9,5,2009,2010,2330,2364,0,2364,2,1,11,2,2009,3,820,2010,611657
900,65,6993,Sawyer,5,7,1961,1994,912,1236,0,1236,3,1,6,1,1961,1,288,2006,135000
901,NA,7340,NAmes,4,6,1971,1971,858,858,0,858,2,1,4,0,1979,1,684,2007,110000
902,64,8712,NAmes,5,7,1957,2000,992,1306,0,1306,2,1,5,0,1968,1,756,2009,153000
903,63,7875,Gilbert,7,5,2003,2003,783,807,702,1509,3,1,8,1,2003,2,393,2006,180000
904,50,14859,Gilbert,7,5,2006,2006,1670,1670,0,1670,3,1,7,1,2006,3,690,2006,240000
905,NA,6173,Sawyer,5,6,1967,1967,876,902,0,902,3,1,6,0,1967,1,288,2007,125500
906,80,9920,NAmes,5,5,1954,1954,1056,1063,0,1063,3,1,6,0,1954,1,280,2010,128000
907,116,13501,Somerst,8,5,2006,2006,1623,1636,0,1636,3,1,8,1,2006,3,865,2007,255000
908,86,11500,Crawfor,7,7,1936,1987,1017,1020,1037,2057,3,1,6,1,1936,1,180,2006,250000
909,NA,8885,Mitchel,5,5,1983,1983,864,902,0,902,2,1,5,0,1983,2,484,2006,131000
910,149,12589,Gilbert,6,5,2005,2005,742,742,742,1484,3,1,8,1,2005,2,390,2009,174000
911,80,11600,NAmes,5,5,1960,1960,1105,1105,1169,2274,5,2,12,0,1960,2,480,2010,154300
912,NA,9286,CollgCr,5,7,1977,1989,1268,1268,0,1268,3,1,5,0,1978,1,252,2009,143500
913,51,6120,BrkSide,5,7,1925,1950,768,1015,0,1015,3,1,6,0,1925,1,450,2006,88000
914,82,6270,Crawfor,5,6,1949,1950,1001,1001,1001,2002,4,2,8,0,1949,3,871,2007,145000
915,30,3000,Somerst,6,5,2009,2009,612,612,612,1224,2,1,4,0,2009,2,528,2009,173733
916,21,2001,MeadowV,4,5,1970,1970,546,546,546,1092,3,1,6,0,1970,1,286,2007,75000
917,50,9000,IDOTRR,2,3,1949,1950,480,480,0,480,1,1,4,0,1958,1,308,2006,35311
918,NA,17140,Edwards,4,6,1956,1956,1134,1229,0,1229,3,1,6,0,1956,1,284,2009,135000
919,103,13125,SawyerW,7,5,1991,1991,1104,912,1215,2127,4,1,8,1,1991,3,833,2007,238000
920,87,11029,NAmes,6,8,1958,2002,1184,1414,0,1414,3,1,6,1,1990,2,601,2008,176500
921,70,8462,SawyerW,6,5,1994,1994,928,936,785,1721,3,1,7,0,1994,2,471,2007,201000
922,67,8777,Edwards,5,7,1900,2003,1272,1272,928,2200,4,2,9,0,NA,0,0,2008,145900
923,65,10237,Gilbert,6,5,2005,2006,1316,1316,0,1316,3,1,6,1,2005,2,397,2006,169990
924,50,8012,SawyerW,6,5,1993,1994,1604,1617,0,1617,2,1,5,1,1993,2,533,2008,193000
925,79,10240,NWAmes,6,6,1980,1980,1686,1686,0,1686,3,1,7,1,1980,2,612,2006,207500
926,NA,15611,NWAmes,5,6,1977,1977,1126,1126,0,1126,3,1,6,0,1977,2,540,2008,175000
927,93,11999,NridgHt,8,5,2003,2004,1181,1234,1140,2374,4,1,10,1,2003,3,656,2007,285000
928,NA,9900,NWAmes,7,5,1968,1968,832,1098,880,1978,4,1,9,1,1968,2,486,2008,176000
929,NA,11838,CollgCr,8,5,2001,2001,1753,1788,0,1788,3,1,7,1,2001,2,522,2009,236500
930,NA,13006,Gilbert,7,5,1997,1997,964,993,1243,2236,4,1,8,1,1997,2,642,2006,222000
931,73,8925,Timber,8,5,2007,2007,1466,1466,0,1466,3,1,7,0,2007,3,610,2009,201000
932,70,9100,NAmes,5,6,1965,1965,925,925,0,925,2,1,5,0,1965,1,429,2009,117500
933,84,11670,Somerst,9,5,2006,2006,1905,1905,0,1905,3,1,8,1,2006,3,788,2007,320000
934,63,8487,CollgCr,7,5,2004,2004,1500,1500,0,1500,3,1,6,0,2004,2,570,2009,190000
935,313,27650,NAmes,7,7,1960,2007,585,2069,0,2069,4,1,9,1,1960,2,505,2008,242000
936,52,5825,BrkSide,4,5,1926,1953,600,747,0,747,1,1,5,0,1953,2,528,2006,79900
937,67,10083,SawyerW,7,5,2003,2003,1176,1200,0,1200,2,1,5,0,2003,2,555,2009,184900
938,75,9675,Somerst,7,5,2005,2005,1113,1113,858,1971,3,1,8,1,2005,2,689,2009,253000
939,73,8760,CollgCr,7,5,2006,2006,1391,1391,571,1962,3,1,7,0,2006,3,868,2006,239799
940,NA,24090,ClearCr,7,7,1940,1950,1032,1207,1196,2403,4,1,10,2,1940,1,349,2010,244400
941,55,12640,Mitchel,6,5,1976,1976,1728,1728,0,1728,4,2,8,0,1976,2,574,2006,150900
942,NA,8755,Gilbert,7,5,1999,1999,992,1022,1038,2060,3,1,8,1,1999,2,390,2009,214000
943,42,7711,Edwards,4,3,1977,1977,1440,1440,0,1440,4,2,8,0,NA,0,0,2007,150000
944,100,25000,Mitchel,5,4,1967,1967,1632,1632,0,1632,4,2,8,0,1967,2,576,2007,143000
945,NA,14375,Timber,6,6,1958,1958,819,1344,0,1344,3,1,7,1,1958,2,525,2009,137500
946,98,8820,OldTown,5,6,1890,1996,1088,1188,561,1869,2,1,7,0,1963,2,456,2009,124900
947,70,8163,NAmes,5,6,1959,1959,1144,1144,0,1144,3,1,6,1,1959,1,796,2006,143000
948,85,14536,Timber,8,5,2002,2003,1616,1629,0,1629,3,1,9,1,2002,3,808,2007,270000
949,65,14006,CollgCr,7,5,2002,2002,936,936,840,1776,3,1,7,1,2002,2,474,2006,192500
950,78,9360,NWAmes,6,7,1972,2006,1161,1381,0,1381,3,1,5,1,1972,2,676,2010,197500
951,60,7200,NAmes,5,8,1950,2002,864,864,0,864,3,1,5,0,1980,2,720,2007,129000
952,60,7800,SawyerW,5,5,1965,1965,828,965,0,965,3,1,6,0,1979,1,300,2006,119900
953,60,7200,CollgCr,5,8,1972,2003,768,768,0,768,2,1,5,0,1974,1,396,2009,133900
954,NA,11075,Mitchel,5,4,1969,1969,784,1168,800,1968,4,1,7,1,1969,2,530,2008,172000
955,35,9400,Edwards,6,5,1975,1975,945,980,0,980,4,0,4,0,NA,0,0,2006,127500
956,82,7136,Crawfor,6,6,1946,1950,979,979,979,1958,4,2,8,0,1946,2,492,2007,145000
957,24,1300,Blueste,6,6,1980,1980,561,561,668,1229,2,1,5,1,1980,2,462,2009,124000
958,70,7420,Sawyer,5,5,1962,1962,1057,1057,0,1057,3,1,6,0,1977,2,576,2007,132000
959,65,8450,CollgCr,7,5,2003,2003,1337,1337,0,1337,3,1,6,0,2003,2,531,2007,185000
960,24,2572,Somerst,7,5,1999,1999,696,696,720,1416,3,1,6,0,1999,2,484,2010,155000
961,50,7207,BrkSide,5,7,1958,2008,858,858,0,858,2,1,4,0,NA,0,0,2010,116500
962,NA,12227,NWAmes,6,7,1977,1995,1330,1542,1330,2872,4,1,11,1,1977,2,619,2008,272000
963,24,2308,NPkVill,6,6,1976,1976,804,804,744,1548,3,1,7,1,1976,2,440,2007,155000
964,122,11923,CollgCr,9,5,2007,2007,1800,1800,0,1800,2,1,7,0,2007,2,702,2009,239000
965,80,11316,Timber,7,5,2002,2003,817,824,1070,1894,4,1,8,1,2002,2,510,2010,214900
966,65,10237,Gilbert,6,5,2005,2007,783,783,701,1484,3,1,8,1,2005,2,393,2007,178900
967,130,9600,Crawfor,5,7,1940,1950,728,976,332,1308,2,1,7,2,1940,1,256,2009,160000
968,NA,7390,NAmes,5,7,1955,1955,1098,1098,0,1098,3,1,6,0,1955,1,260,2008,135000
969,50,5925,OldTown,3,6,1910,1950,600,600,368,968,2,1,6,0,NA,0,0,2009,37900
970,75,10382,NAmes,6,5,1958,1958,588,1095,0,1095,2,1,6,0,1958,1,264,2006,140000
971,60,10800,NAmes,4,4,1949,1950,720,720,472,1192,4,1,6,0,NA,0,0,2006,135000
972,36,2268,NridgHt,7,5,2003,2004,764,764,862,1626,2,1,6,0,2003,2,474,2009,173000
973,55,7892,SawyerW,6,5,1979,1979,918,918,0,918,2,1,5,1,1979,1,264,2010,99500
974,95,11639,Somerst,7,5,2007,2008,1428,1428,0,1428,3,1,6,0,2007,2,480,2008,182000
975,60,11414,BrkSide,7,8,1910,1993,728,1136,883,2019,3,1,8,0,1997,2,532,2009,167500
976,NA,2651,Somerst,7,5,2000,2000,673,673,709,1382,3,1,6,0,2000,2,490,2006,165000
977,51,5900,BrkSide,4,7,1923,1958,440,869,0,869,2,1,4,0,NA,0,0,2006,85500
978,35,4274,Somerst,7,5,2006,2007,1241,1241,0,1241,1,1,4,0,2007,2,569,2007,199900
979,68,9450,Edwards,4,5,1954,1954,894,894,0,894,3,1,5,0,1999,2,400,2007,110000
980,80,8816,Sawyer,5,6,1963,1963,1121,1121,0,1121,3,1,5,0,1963,2,480,2009,139000
981,NA,12122,NAmes,7,9,1961,2007,944,999,0,999,3,1,6,0,1961,2,588,2008,178400
982,98,12203,NoRidge,8,5,1998,1999,1225,1276,1336,2612,4,1,8,1,1998,3,676,2009,336000
983,43,3182,Blmngtn,7,5,2007,2007,1266,1266,0,1266,2,1,6,1,2007,2,388,2008,159895
984,NA,11250,CollgCr,8,5,2002,2002,1128,1149,1141,2290,4,1,9,1,2002,2,779,2008,255900
985,75,10125,Mitchel,5,5,1977,1977,0,1302,432,1734,4,2,8,0,1977,2,539,2009,126000
986,68,10880,Edwards,5,5,1950,1950,1164,1164,0,1164,3,1,5,0,1950,1,240,2008,125000
987,59,5310,OldTown,6,8,1910,2003,485,1001,634,1635,2,1,5,0,1950,1,255,2006,117000
988,83,10159,NridgHt,9,5,2009,2010,1930,1940,0,1940,3,1,8,1,2010,3,606,2010,395192
989,NA,12046,NWAmes,6,6,1976,1976,848,1118,912,2030,4,1,8,1,1976,2,551,2007,195000
990,65,8125,Somerst,7,5,2006,2006,770,778,798,1576,3,1,6,0,2006,2,614,2006,197000
991,82,9452,NoRidge,8,5,1997,1998,1396,1407,985,2392,3,1,7,1,1997,3,870,2006,348000
992,121,17671,OldTown,8,9,1882,1986,916,916,826,1742,4,1,8,1,1925,2,424,2009,168000
993,80,9760,NAmes,6,8,1964,1993,822,1020,831,1851,3,1,7,1,1964,2,440,2007,187000
994,68,8846,CollgCr,6,5,2005,2006,750,750,750,1500,3,1,6,0,2005,2,564,2006,173900
995,96,12456,NridgHt,10,5,2006,2007,1700,1718,0,1718,3,1,7,1,2008,3,786,2009,337500
996,51,4712,BrkSide,4,7,1946,1950,747,774,456,1230,3,1,5,0,1946,1,305,2006,121600
997,NA,10659,NAmes,5,6,1961,1961,1050,1050,0,1050,3,1,6,0,1961,1,368,2006,136500
998,NA,11717,NWAmes,6,6,1970,1970,1442,1442,0,1442,2,1,6,1,1970,2,615,2009,185000
999,60,9786,IDOTRR,3,4,1922,1950,1007,1077,0,1077,3,1,6,1,1922,1,210,2006,91000
1000,64,6762,CollgCr,7,5,2006,2006,1187,1208,0,1208,2,1,6,0,2006,2,632,2010,206000
1001,74,10206,Edwards,3,3,1952,1952,0,944,0,944,2,1,4,0,1956,2,528,2009,82000
1002,60,5400,OldTown,5,6,1920,1950,691,691,0,691,2,1,4,0,1920,1,216,2007,86000
1003,75,11957,Somerst,8,5,2006,2006,1574,1574,0,1574,3,1,7,1,2006,3,824,2008,232000
1004,NA,11500,NWAmes,5,6,1976,1976,1680,1680,0,1680,4,2,8,0,1976,2,528,2007,136905
1005,43,3182,Blmngtn,7,5,2005,2006,1346,1504,0,1504,1,1,7,1,2005,2,457,2009,181000
1006,65,8385,CollgCr,5,8,1977,1977,985,985,0,985,3,1,6,0,1977,1,328,2008,149900
1007,NA,12155,NAmes,6,3,1970,1970,1657,1657,0,1657,3,1,7,1,1970,2,484,2007,163500
1008,21,2217,MeadowV,4,4,1970,1970,546,546,546,1092,3,1,6,0,1970,1,286,2009,88000
1009,43,12118,Mitchel,7,5,2004,2005,1710,1710,0,1710,3,1,7,1,2004,2,550,2009,240000
1010,60,6000,SWISU,5,5,1926,1950,1008,1008,0,1522,4,1,7,0,NA,0,0,2006,102000
1011,115,21286,Sawyer,5,5,1948,1950,720,720,551,1271,4,1,7,1,1948,1,312,2008,135000
1012,75,9825,Edwards,5,5,1965,1965,0,1664,0,1664,4,2,8,0,NA,0,0,2010,100000
1013,55,10592,Crawfor,6,7,1923,1996,602,900,602,1502,3,1,7,2,1923,1,180,2007,165000
1014,60,7200,OldTown,5,4,1910,2006,1022,1022,0,1022,2,1,4,0,1956,1,280,2009,85000
1015,60,11664,NAmes,6,5,1948,1950,1082,1082,0,1082,2,1,5,1,1948,1,240,2007,119200
1016,70,8400,NWAmes,8,6,2001,2001,810,810,855,1665,3,1,6,0,2001,2,528,2009,227000
1017,73,11883,CollgCr,7,5,1996,1996,1504,1504,0,1504,3,1,6,1,1996,2,478,2009,203000
1018,NA,5814,StoneBr,8,5,1984,1984,1220,1360,0,1360,1,1,4,1,1984,2,565,2009,187500
1019,NA,10784,Gilbert,7,5,1991,1992,384,802,670,1472,3,1,7,1,1991,2,402,2007,160000
1020,43,3013,Blmngtn,7,5,2005,2005,1362,1506,0,1506,2,1,6,1,2005,2,440,2006,213490
1021,60,7024,Edwards,4,5,2005,2005,1132,1132,0,1132,2,1,5,0,2005,2,451,2008,176000
1022,64,7406,CollgCr,7,5,2006,2006,1199,1220,0,1220,2,1,6,0,2006,2,632,2006,194000
1023,52,9439,OldTown,5,5,1930,1950,912,912,336,1248,2,1,6,0,1957,1,160,2007,87000
1024,43,3182,Blmngtn,7,5,2005,2006,1346,1504,0,1504,2,1,7,1,2005,2,437,2008,191000
